individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4,Site.Name,Depth,Chl_a_sum_mean_monthly_max,Chl_a_sum_median_monthly_max,Chl_a_sum_overall_mean,Chl_a_sum_overall_median,Chl_a_sum_cv_monthly_mean,Chl_a_sum_sd_monthly_mean,NO3_mean_monthly_max,NO3_median_monthly_max,NO3_overall_mean,NO3_overall_median,NO3_cv_monthly_mean,NO3_sd_monthly_mean,Oxygen_mean_monthly_max,Oxygen_median_monthly_max,Oxygen_overall_mean,Oxygen_overall_median,Oxygen_cv_monthly_mean,Oxygen_sd_monthly_mean,PH_mean_monthly_max,PH_median_monthly_max,PH_overall_mean,PH_overall_median,PH_cv_monthly_mean,PH_sd_monthly_mean,alk_mean_monthly_max,alk_median_monthly_max,alk_overall_mean,alk_overall_median,alk_cv_monthly_mean,alk_sd_monthly_mean,omega_ar_mean_monthly_max,omega_ar_median_monthly_max,omega_ar_overall_mean,omega_ar_overall_median,omega_ar_cv_monthly_mean,omega_ar_sd_monthly_mean
Ahya_239_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826631,147.6263646,-18.826631,147.6263646,colony GPS,10,1,0.1,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_239_Davies,-0.5,0.429410282,0.405441803,0.252157297,0.264257233,44.9696433,0.113394237,0.648275111,0.532259027,0.256504745,0.138097315,81.25736933,0.208429008,6853.495297,6859.248795,6772.982352,6774.473741,2.308704106,156.3681216,8.083163554,8.082848205,8.072296895,8.071787695,0.308735065,0.024922011,2253.715805,2252.882957,2250.737108,2250.536419,0.242168285,5.45057146,3.77943403,3.775326309,3.733168263,3.736517,2.314329314,0.086397807
Ahya_270_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826257,147.6267484,-18.826257,147.6267484,colony GPS,10,0.9,0.1,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_270_Davies,-0.5,0.429476604,0.405393495,0.252255948,0.264250503,44.94152756,0.113367676,0.648205608,0.532765999,0.256629976,0.13836976,81.24105337,0.208488896,6853.538048,6859.297376,6773.009259,6774.43103,2.308613793,156.3626259,8.083164393,8.082841517,8.072301622,8.071780492,0.308735253,0.024922041,2253.714704,2252.886396,2250.73773,2250.539456,0.241998356,5.446748314,3.779443667,3.775324943,3.733178171,3.736502417,2.313678081,0.086373725
Ahya_271_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826319,147.6267341,-18.826319,147.6267341,colony GPS,10,0.6,-0.2,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_271_Davies,-0.5,0.42946829,0.405397779,0.252246228,0.264250089,44.94400319,0.113369553,0.648198476,0.532733027,0.256613624,0.138332785,81.24106059,0.20847563,6853.534471,6859.291234,6773.006674,6774.434115,2.308628641,156.3635719,8.083164357,8.082841255,8.072301209,8.071781056,0.308734749,0.024921999,2253.714815,2252.886009,2250.737651,2250.539166,0.24201439,5.447108989,3.779442452,3.775325427,3.733176814,3.736503019,2.313745709,0.086376218
Ahya_272_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826168,147.6267475,-18.826168,147.6267475,colony GPS,10,0.8,0,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_272_Davies,-0.5,0.429486927,0.405389008,0.25226702,0.264251838,44.93893741,0.113366118,0.648222441,0.532790854,0.256651586,0.138419289,81.24221521,0.208509434,6853.541614,6859.305345,6773.012138,6774.42834,2.308592493,156.3612498,8.083164399,8.082842504,8.072302052,8.071779968,0.308736184,0.024922117,2253.714577,2252.88687,2250.737834,2250.539778,0.241980738,5.446352024,3.779445237,3.775324122,3.73318,3.736502378,2.313598806,0.086370808
Ahya_273_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826932,147.6268889,-18.826932,147.6268889,colony GPS,10,1.8,0.8,NA,2.35,147.625371,-18.824904,1.5,147.628788,-18.826022,Ahya_273_Davies,-0.5,0.42941125,0.405418301,0.252189045,0.264236836,44.95569593,0.11337334,0.648042291,0.532707252,0.256477484,0.13801489,81.22525194,0.208324482,6853.519755,6859.241513,6772.992113,6774.441108,2.308775652,156.3731928,8.083164615,8.082830531,8.072299301,8.071782929,0.30872696,0.024921364,2253.715512,2252.883248,2250.737012,2250.537561,0.242101887,5.449076771,3.77943265,3.775331695,3.733165014,3.736498294,2.314178944,0.086392119
Ahya_274_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826399,147.6267185,-18.826399,147.6267185,colony GPS,10,0.5,-0.3,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_274_Davies,-0.5,0.429457754,0.405403103,0.25223404,0.264249457,44.94707987,0.113371835,0.648188434,0.532693278,0.256592737,0.138285482,81.24092026,0.208458301,6853.53005,6859.283404,6773.00344,6774.437879,2.308647836,156.3647974,8.083164317,8.082840838,8.072300696,8.071781748,0.308734071,0.024921943,2253.714954,2252.885519,2250.737551,2250.538804,0.242034422,5.447559631,3.779440904,3.775326066,3.733175075,3.736503693,2.313830836,0.086379356
Ahya_275_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826311,147.6267473,-18.826311,147.6267473,colony GPS,10,0.6,-0.2,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_275_Davies,-0.5,0.429470209,0.405396358,0.252248996,0.264249758,44.9431791,0.113368718,0.648195948,0.532749077,0.256616712,0.138339413,81.2404419,0.208476551,6853.535754,6859.292467,6773.007442,6774.432803,2.308626728,156.3634601,8.083164386,8.082840968,8.072301347,8.071780834,0.308734704,0.024921996,2253.714784,2252.886102,2250.737667,2250.539253,0.242009499,5.446998961,3.779442699,3.775325429,3.733177052,3.73650251,2.313727673,0.086375551
Ahya_279_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826356,147.6267455,-18.826356,147.6267455,colony GPS,10,1,0.2,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_279_Davies,-0.5,0.429464809,0.405398818,0.252243076,0.264249172,44.9445985,0.113369638,0.648188194,0.532733985,0.256605576,0.138313962,81.23998262,0.208466325,6853.533771,6859.288336,6773.005891,6774.434355,2.308637515,156.3641549,8.083164378,8.082840537,8.072301112,8.071781132,0.308734256,0.024921959,2253.714852,2252.885853,2250.737613,2250.53908,0.24201903,5.447213329,3.779441884,3.775325827,3.733176113,3.736502626,2.313769806,0.086377102
Ahya_292_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826248,147.6267448,-18.826248,147.6267448,colony GPS,10,0.9,0.1,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_292_Davies,-0.5,0.429477388,0.405393309,0.252256602,0.264250757,44.94142093,0.113367701,0.648208375,0.532764879,0.256631862,0.1383742,81.24136136,0.208491219,6853.538156,6859.298047,6773.009416,6774.43104,2.308611635,156.3624834,8.083164386,8.082841716,8.072301639,8.071780485,0.308735381,0.024922051,2253.714696,2252.886431,2250.737739,2250.539473,0.241997443,5.446727776,3.779443798,3.77532484,3.733178337,3.736502546,2.313672926,0.086373536
Ahya_293_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826904,147.6265616,-18.826904,147.6265616,colony GPS,10,0.9,0,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_293_Davies,-0.5,0.429393493,0.405441471,0.252148565,0.264247206,44.96930079,0.113389447,0.648166094,0.532378003,0.256454779,0.137975693,81.24335105,0.208352456,6853.497728,6859.231315,6772.980622,6774.466673,2.308770071,156.3725495,8.083163936,8.082839853,8.072296987,8.071786914,0.308730345,0.02492163,2253.715933,2252.882186,2250.73688,2250.536248,0.242176488,5.450755523,3.779430613,3.775329775,3.733163674,3.736510204,2.314420834,0.086401118
Ahya_298_Davies,ECT1,Acropora hyacinthus,Ahya,21,2,2023,Davies,-18.826243,147.6267383,-18.826243,147.6267383,colony GPS,10,0.9,0.1,NA,0.5,147.625371,-18.824904,0.5,147.628788,-18.826022,Ahya_298_Davies,-0.5,0.429477489,0.40539355,0.252256367,0.264251052,44.9415617,0.113367951,0.648211286,0.532759581,0.256632525,0.138375934,81.24177732,0.208492825,6853.53789,6859.298246,6773.009331,6774.431408,2.308610432,156.3624,8.083164373,8.082841954,8.072301615,8.07178054,0.308735496,0.02492206,2253.714699,2252.886434,2250.737742,2250.539463,0.241998054,5.446741542,3.779443835,3.775324757,3.733178405,3.736502789,2.31367375,0.086373569
Aken_1001,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93929045,145.9829412,-16.93929045,145.9829412,colony GPS,10,3.4,1.7,NA,2.35,145.985371,-16.939904,3,145.978788,-16.936022,Aken_1001,-3,0.438893689,0.436421338,0.279982652,0.219293901,59.60472179,0.166882881,3.789138629,1.723272855,1.530084701,0.200444804,155.275505,2.375846747,6859.137872,6867.637954,6762.826958,6781.995856,2.82167031,190.8246804,8.069316244,8.06991521,8.058442454,8.059849892,0.248155507,0.019997469,2232.996536,2235.578081,2221.371872,2225.698874,0.947069027,21.03792497,3.695363547,3.691002671,3.611581224,3.605955039,5.678970146,0.20510062
Aken_1002,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93933505,145.9829629,-16.93933505,145.9829629,colony GPS,10,3.5,1.8,NA,2.35,145.985371,-16.939904,3,145.978788,-16.936022,Aken_1002,-3,0.438881282,0.436393173,0.2799771,0.219281227,59.60411847,0.166877882,3.78874176,1.72304273,1.52990858,0.200453179,155.275937,2.375579883,6859.130412,6867.609422,6762.821303,6781.985325,2.821648833,190.8230684,8.069317404,8.069917767,8.058443633,8.05985444,0.248157421,0.019997626,2232.998886,2235.580254,2221.374956,2225.699385,0.947016127,21.03677906,3.695373672,3.691025241,3.611592114,3.605995995,5.67873344,0.205092689
Aken_1003,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93933412,145.9829962,-16.93933412,145.9829962,colony GPS,10,3.2,1.5,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1003,-3,0.438865549,0.436360933,0.279970068,0.21925873,59.60405835,0.166873523,3.788287029,1.722803024,1.529712954,0.200455731,155.2769748,2.375291997,6859.122972,6867.582738,6762.815919,6781.973575,2.821613032,190.8204953,8.069318333,8.069920041,8.058444477,8.059860011,0.248160435,0.019997871,2233.001126,2235.582063,2221.377726,2225.700711,0.946963742,21.03564165,3.695382102,3.691033879,3.611601766,3.606023344,5.678508348,0.205085108
Aken_1004,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93933966,145.9830203,-16.93933966,145.9830203,colony GPS,10,2.8,1.1,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1004,-0.5,0.42185433,0.430470561,0.268771441,0.210082602,58.97781434,0.158515522,3.844594939,1.674895559,1.540825972,0.205948697,156.580558,2.412633905,6867.377561,6871.294638,6764.100012,6781.999901,2.74980959,185.9998708,8.068956614,8.068891423,8.056354167,8.058238659,0.260988877,0.021026188,2232.803189,2234.879863,2220.949501,2225.200889,0.964373819,21.41825552,3.702630609,3.694531963,3.615650488,3.607778566,5.733522723,0.207304142
Aken_1005,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93938492,145.9830153,-16.93938492,145.9830153,colony GPS,10,2.5,0.8,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1005,-0.5,0.421853332,0.43046881,0.268771422,0.210066173,58.97736635,0.158514306,3.844580887,1.674857616,1.540803624,0.205944332,156.580182,2.412593118,6867.37535,6871.302828,6764.098555,6781.998896,2.749817119,186.00034,8.068957072,8.0688915,8.056354675,8.058238906,0.260987906,0.021026111,2232.803825,2234.879825,2220.950446,2225.20274,0.964361059,21.41798123,3.702633768,3.694535578,3.615653795,3.607797008,5.73346473,0.207302235
Aken_1006,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93936765,145.9830489,-16.93936765,145.9830489,colony GPS,10,2.3,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1006,-0.5,0.421839625,0.430440259,0.268765677,0.21006128,58.97760445,0.158511558,3.844180632,1.674769782,1.540627529,0.205948168,156.5817397,2.412341387,6867.370479,6871.294586,6764.094163,6781.988134,2.74978481,185.9980339,8.068957875,8.068890436,8.056355353,8.058241227,0.260991245,0.021026382,2232.805923,2234.881003,2220.952741,2225.207494,0.964317698,21.41704035,3.702640592,3.694549237,3.615661556,3.607816046,5.733266465,0.207295511
Aken_1007,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93942079,145.9830759,-16.93942079,145.9830759,colony GPS,10,2.7,0.9,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1007,-0.5,0.42182382,0.430407863,0.268759678,0.21003036,58.97714988,0.158506798,3.843742434,1.674619014,1.540409356,0.205945259,156.5827756,2.412015726,6867.361961,6871.298889,6764.087312,6781.975356,2.749763111,185.9963777,8.068959428,8.068889453,8.056356854,8.058244027,0.260993196,0.021026543,2232.809103,2234.88217,2220.956611,2225.215348,0.964252623,21.41563237,3.702652659,3.694569129,3.615674813,3.607864833,5.732969458,0.207285533
Aken_1008,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93940738,145.9831092,-16.93940738,145.9831092,colony GPS,10,2.6,0.8,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1008,-0.5,0.421809947,0.430379002,0.268753893,0.21002398,58.97735037,0.158503925,3.843338905,1.674527447,1.540230378,0.205948661,156.5843104,2.411759117,6867.356868,6871.291327,6764.082769,6781.964456,2.749731284,185.9941,8.068960275,8.06888839,8.056357579,8.058246379,0.260996466,0.021026809,2232.811268,2234.88335,2220.959,2225.220289,0.96420792,21.41466258,3.702659805,3.694583179,3.615682903,3.607885588,5.732765117,0.207278608
Aken_1009,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93941032,145.9831409,-16.93941032,145.9831409,colony GPS,10,2.3,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1009,-0.5,0.421795612,0.430349303,0.268748059,0.210011567,58.97739017,0.158500591,3.842927271,1.674421466,1.540041944,0.205950476,156.5857232,2.411485815,6867.35094,6871.286691,6764.077664,6781.953106,2.749701979,185.9919774,8.068961294,8.068887347,8.056358494,8.058248837,0.260999408,0.021027048,2232.81368,2234.884525,2220.961751,2225.225942,0.964158264,21.41358625,3.702668152,3.694598654,3.615692254,3.607913213,5.732538256,0.207270942
Aken_1010,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93946128,145.9831852,-16.93946128,145.9831852,colony GPS,10,2.4,0.6,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1010,-0.5,0.421772166,0.430301085,0.268738908,0.209975233,58.97699751,0.158494139,3.842268284,1.674217012,1.539723987,0.205948719,156.5875669,2.411016328,6867.339436,6871.287839,6764.068186,6781.934281,2.749663942,185.989144,8.068963359,8.068885798,8.056360444,8.058252934,0.261003031,0.021027345,2232.818108,2234.886329,2220.967022,2225.2367,0.964067545,21.41162226,3.702684463,3.694626618,3.61571027,3.607975419,5.732124118,0.207257
Aken_1011,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93954828,145.9831502,-16.93954828,145.9831502,colony GPS,10,2.9,1.1,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1011,-0.5,0.421781594,0.43032127,0.268743524,0.20995261,58.97608782,0.158494417,3.842565274,1.674226226,1.539828638,0.205938812,156.5857355,2.411151999,6867.339845,6871.307651,6764.069363,6781.941184,2.749702237,185.9917666,8.06896346,8.068886782,8.056360721,8.05825149,0.260998823,0.021027007,2232.817463,2234.885333,2220.96671,2225.235909,0.964081762,21.411935,3.702684115,3.694621574,3.615709389,3.607990103,5.732189487,0.207259313
Aken_1012,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93960679,145.9831661,-16.93960679,145.9831661,colony GPS,10,3,1.1,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1012,-0.5,0.421770343,0.430298394,0.268739438,0.20992336,58.97556349,0.158490598,3.842258025,1.674104869,1.539668236,0.205934702,156.5862894,2.41090936,6867.33301,6871.314606,6764.063977,6781.931879,2.749691324,185.9908803,8.06896475,8.068886155,8.056361995,8.058253532,0.260999711,0.021027082,2232.819955,2234.886119,2220.969817,2225.242213,0.964031133,21.41084048,3.702693934,3.694637008,3.615720063,3.608032638,5.731958409,0.20725157
Aken_1013,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.9396782,145.9832168,-16.9396782,145.9832168,colony GPS,10,2.7,0.8,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1013,-0.5,0.421742555,0.430241379,0.268728694,0.209876357,58.97499688,0.158482739,3.841477618,1.673855097,1.539287921,0.205931542,156.588407,2.410346435,6867.319014,6871.318022,6764.052471,6781.909358,2.749648779,185.9876862,8.068967302,8.06888436,8.056364416,8.058258426,0.261003773,0.021027415,2232.825338,2234.888242,2220.976258,2225.255381,0.963921292,21.40846305,3.702713959,3.694670928,3.615742089,3.608110717,5.731456879,0.207234699
Aken_1014,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93967678,145.9832096,-16.93967678,145.9832096,colony GPS,10,2.5,0.6,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1014,-0.5,0.421745893,0.430248279,0.268730049,0.209879528,58.97499397,0.15848353,3.841573312,1.673880195,1.539331988,0.205931249,156.5880813,2.410410425,6867.320416,6871.318957,6764.053676,6781.912009,2.749655424,185.9881688,8.068967058,8.0688846,8.056364196,8.058257854,0.261003105,0.021027361,2232.824768,2234.88797,2220.975605,2225.254038,0.963932992,21.40871661,3.702711971,3.694667272,3.615739869,3.608103995,5.731510311,0.207236503
Aken_1015,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.9397383,145.9832622,-16.9397383,145.9832622,colony GPS,10,3,1.1,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1015,-0.5,0.421717892,0.43019078,0.268719125,0.209835702,58.97452976,0.158475841,3.840783439,1.673635801,1.538950844,0.205928953,156.5903358,2.409848294,6867.306747,6871.320446,6764.042339,6781.889359,2.749610392,185.9848111,8.068969539,8.068882759,8.056366532,8.058262763,0.261007474,0.021027719,2232.830084,2234.890137,2220.98192,2225.266977,0.963824508,21.40636806,3.702731627,3.694700888,3.615761444,3.608178889,5.731014951,0.207219829
Aken_1016,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93979454,145.9832694,-16.93979454,145.9832694,colony GPS,10,2.7,0.7,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1016,-0.5,0.421710716,0.430176354,0.268716693,0.209810425,58.97401288,0.158473017,3.840590865,1.673545423,1.538843532,0.205924568,156.5905291,2.409683228,6867.301694,6871.328422,6764.038435,6781.883189,2.749607597,185.9845147,8.068970533,8.068882426,8.056367533,8.058264119,0.261007598,0.021027731,2232.831888,2234.890601,2220.984228,2225.271664,0.963788231,21.4055846,3.702739092,3.694711931,3.615769395,3.608213227,5.730849303,0.207214295
Aken_1017,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93984006,145.9833216,-16.93984006,145.9833216,colony GPS,10,2.5,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1017,-0.5,0.421683936,0.430121304,0.268706119,0.20977302,58.97370503,0.158465954,3.839831184,1.673321039,1.538481747,0.205923472,156.5928381,2.409152231,6867.289172,6871.32736,6764.027922,6781.86159,2.749561769,185.9811258,8.068972791,8.068880623,8.056369633,8.058268783,0.261012123,0.021028101,2232.836833,2234.892709,2220.990042,2225.283615,0.963687295,21.40339886,3.702757137,3.694743354,3.615789235,3.608280015,5.730388406,0.207198767
Aken_1018,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.9398916,145.9833976,-16.9398916,145.9833976,colony GPS,10,2.6,0.6,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1018,-0.5,0.421645872,0.430043001,0.268690956,0.209724306,58.97340054,0.158456194,3.83874804,1.673011461,1.537970559,0.205922906,156.596263,2.408404422,6867.271904,6871.323414,6764.013308,6781.830998,2.749493877,185.9761318,8.068975885,8.068878017,8.056372484,8.05827537,0.261018884,0.021028654,2232.843719,2234.895734,2220.99808,2225.300169,0.96354665,21.4003526,3.702782006,3.694787268,3.61581664,3.608370097,5.729746255,0.207177119
Aken_1019,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93994508,145.9834088,-16.93994508,145.9834088,colony GPS,10,2.5,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1019,-0.5,0.42163704,0.430025165,0.268687819,0.209698557,58.97292488,0.158453065,3.838505637,1.672911132,1.537841581,0.205918919,156.5966804,2.408208866,6867.266336,6871.330272,6764.008889,6781.823462,2.749487161,185.975556,8.068976973,8.068877557,8.05637356,8.058277008,0.261019454,0.021028702,2232.845778,2234.896348,2221.000656,2225.30544,0.963505294,21.3994589,3.702790286,3.694800006,3.615825494,3.608406649,5.729557355,0.207170796
Aken_1020,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.93997467,145.9834566,-16.93997467,145.9834566,colony GPS,10,2.5,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1020,-0.5,0.421613213,0.429976165,0.268678294,0.209668898,58.97276402,0.158447016,3.837826643,1.672719434,1.537522075,0.205918633,156.5988666,2.407742144,6867.255655,6871.327323,6763.99981,6781.804317,2.749444168,185.9723983,8.068978887,8.068875919,8.056375316,8.05828112,0.261023759,0.021029054,2232.850062,2234.898249,2221.005642,2225.315725,0.963417862,21.39756507,3.702805703,3.694827375,3.615842486,3.608462115,5.729158202,0.207157336
Aken_1021,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94002102,145.9835146,-16.94002102,145.9835146,colony GPS,10,2.3,0.3,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1021,-0.5,0.421583507,0.429915176,0.268666499,0.20962856,58.9724737,0.15843928,3.836981874,1.672474119,1.537121244,0.205917268,156.601519,2.407155217,6867.242002,6871.325432,6763.988257,6781.780332,2.749392683,185.9685982,8.068981358,8.068873911,8.056377599,8.058286267,0.261028905,0.021029474,2232.855509,2234.900601,2221.012019,2225.328885,0.9633069,21.39516204,3.702825505,3.694862108,3.615864236,3.608534892,5.728651637,0.207140266
Aken_1022,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94005396,145.9835411,-16.94005396,145.9835411,colony GPS,10,2.5,0.4,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1022,-0.5,0.421569081,0.429885655,0.268660865,0.209605309,58.9722326,0.15843531,3.836573534,1.672347893,1.536923844,0.205915596,156.6027205,2.40686455,6867.234992,6871.326469,6763.982389,6781.768555,2.749369987,185.9669017,8.068982652,8.068872973,8.056378812,8.058288795,0.26103116,0.021029659,2232.858272,2234.901722,2221.015296,2225.335643,0.963250831,21.39394829,3.702835759,3.694879638,3.615875427,3.608574211,5.728395643,0.20713165
Aken_1023,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94009847,145.9835497,-16.94009847,145.9835497,colony GPS,10,2.6,0.5,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1023,-0.5,0.416962481,0.420742833,0.266656586,0.210122408,58.70621685,0.156543993,3.704491188,1.669257043,1.487611655,0.202282691,155.6763943,2.315860186,6863.620241,6866.355778,6762.643009,6780.514402,2.727629283,184.459831,8.069091651,8.069212268,8.056578956,8.058875388,0.261529053,0.021070295,2233.266686,2235.098634,2221.724976,2226.033078,0.939767181,20.87904218,3.703772092,3.69590035,3.618301436,3.61252243,5.64217912,0.204151048
Aken_1024,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94012026,145.9835784,-16.94012026,145.9835784,colony GPS,10,2.4,0.3,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1024,-0.5,0.416947272,0.420711398,0.266650406,0.210127229,58.70602681,0.156539859,3.704063278,1.668997601,1.487405638,0.20227826,155.677359,2.315553815,6863.612767,6866.3533,6762.637115,6780.502481,2.727599068,184.4576269,8.06909282,8.069220355,8.056580095,8.058873547,0.261531954,0.021070531,2233.269407,2235.099818,2221.728218,2226.039576,0.93970817,20.87776157,3.703781842,3.695916053,3.618312483,3.612558297,5.641914798,0.204142107
Aken_1025,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94017399,145.983566,-16.94017399,145.983566,colony GPS,10,2.3,0.2,NA,0.5,145.985371,-16.939904,0.5,145.978788,-16.936022,Aken_1025,-0.5,0.416954005,0.420726552,0.266653682,0.21012615,58.70549836,0.156540373,3.704226961,1.669052806,1.487460677,0.202295216,155.6764686,2.315626254,6863.61355,6866.365188,6762.637676,6780.505091,2.72762439,184.4593547,8.069092891,8.069221821,8.056580277,8.05887468,0.261529809,0.021070359,2233.269163,2235.099294,2221.728113,2226.039584,0.939715724,20.87792843,3.703782038,3.695928628,3.618312126,3.612569872,5.64195271,0.204143459
Aken_1026,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94022311,145.9835563,-16.94022311,145.9835563,colony GPS,10,3,0.9,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1026,-0.5,0.416959344,0.420738689,0.266656339,0.210125437,58.7050166,0.156540648,3.704353741,1.669090237,1.487500438,0.202310212,155.675718,2.315676988,6863.613913,6866.375716,6762.637907,6780.506867,2.727645707,184.4608026,8.069093008,8.069223514,8.056580493,8.058875609,0.261528027,0.021070216,2233.269071,2235.09888,2221.728168,2226.039894,0.93971978,20.87801905,3.703782665,3.695940598,3.618312316,3.612581904,5.641974456,0.204144257
Aken_1027,ECT1,Acropora kenti,Aken,26,1,2023,Fitzroy_Island,-16.94030257,145.9835293,-16.94030257,145.9835293,colony GPS,10,3.1,1,NA,2.35,145.985371,-16.939904,1.5,145.978788,-16.936022,Aken_1027,-0.5,0.421557363,0.42986347,0.268658405,0.209509236,58.96989037,0.158427567,3.836279072,1.672091681,1.536703921,0.205894808,156.6017905,2.406505856,6867.221122,6871.368614,6763.972098,6781.756114,2.749400167,185.9686602,8.068985775,8.068872993,8.056382028,8.058291546,0.261027848,0.021029401,2232.863051,2234.902218,2221.021794,2225.34895,0.963158218,21.39195394,3.702857695,3.69490791,3.61589797,3.608690617,5.727971426,0.207117603
