"","individualID","projectID","scientificName","scientificAbbreviation","dayCollected","monthCollected","yearCollected","locality","decimalLatitudeOriginal","decimalLongitudeOriginal","decimalLatitude","decimalLongitude","georeferenceProtocol","coordinateUncertaintyInMeters","depthOfColonyinMetersOriginal","depthOfColonyinMetersCorrected","EcoPlotID_full","k_value_GBR1","long_GBR1","lat_GBR1","k_value_GBR4","long_GBR4","lat_GBR4","Site.Name","Depth","Chl_a_sum_mean_monthly_max","Chl_a_sum_median_monthly_max","Chl_a_sum_overall_mean","Chl_a_sum_overall_median","Chl_a_sum_cv_monthly_mean","Chl_a_sum_sd_monthly_mean","NO3_mean_monthly_max","NO3_median_monthly_max","NO3_overall_mean","NO3_overall_median","NO3_cv_monthly_mean","NO3_sd_monthly_mean","Oxygen_mean_monthly_max","Oxygen_median_monthly_max","Oxygen_overall_mean","Oxygen_overall_median","Oxygen_cv_monthly_mean","Oxygen_sd_monthly_mean","PH_mean_monthly_max","PH_median_monthly_max","PH_overall_mean","PH_overall_median","PH_cv_monthly_mean","PH_sd_monthly_mean","alk_mean_monthly_max","alk_median_monthly_max","alk_overall_mean","alk_overall_median","alk_cv_monthly_mean","alk_sd_monthly_mean","omega_ar_mean_monthly_max","omega_ar_median_monthly_max","omega_ar_overall_mean","omega_ar_overall_median","omega_ar_cv_monthly_mean","omega_ar_sd_monthly_mean"
"1231","1131","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",30,"5",4.5,"TSDU_FR1S_P2",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1232","1132","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",30,"5",4.5,"TSDU_FR1S_P2",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1233","1133","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",60,"5",4.2,"TSDU_FR1S",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1234","1136","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",10,"5",4.15,"TSDU_FR1S_P23",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1235","1137","ECO03","Pocillopora damicornis","Pdam",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",10,"5",4.15,"TSDU_FR1S_P23",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1236","1139","ECO03","Stylophora pistillata","Spis",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",40,"5",3.9,"TSDU_FR1S_P34",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1237","1140","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",30,"5",3.8,"TSDU_FR1S_P3",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1238","1141","ECO03","Porites massive","Pmas",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",60,"5",4,"TSDU_FR1S_P4",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1239","1142","ECO03","Acropora hyacinthus","Ahya",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",10,"5",4.15,"TSDU_FR1S_P23",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1240","1143","ECO03","Pachyseris speciosa","Pspe",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",30,"5",4.5,"TSDU_FR1S_P2",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1241","1144","ECO03","Pachyseris speciosa","Pspe",20,3,2022,"Dungeness",NA,NA,-9.9312,143.00543,"GPS EcoRRAP sites",10,"5",4.5,"TSDU_FR1S_P1",5.35,143.005371,-9.929904,5.5,143.008788,-9.946022,"TSDU_FR1S_P2",-5.55,0.493001452311385,0.489284992284608,0.366466296481758,0.377011527867098,30.8328500074882,0.112992003522217,1.7991219551018,1.19529638061031,0.583164205019899,0.209774511269758,117.963930077992,0.687923415049553,6857.51890995676,6837.96633160777,6762.74906446794,6754.14415223809,2.19908836261562,148.718827669611,8.08112748955391,8.08010882290084,8.07283758128421,8.07252071881421,0.202238469985824,0.0163263832088298,2266.55549849044,2265.63472161969,2260.63987723588,2262.318644,0.464766132411452,10.5066885251802,3.905900341,3.8944684727385,3.84351528141111,3.84030699378277,3.65107648872376,0.140329682780106
"1242","1145","ECO03","Porites massive","Pmas",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",30,"5",2.5,"TSDU_LA1S_P3",5.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1243","1146","ECO03","Pachyseris speciosa","Pspe",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",40,"5",2.3,"TSDU_LA1S_P34",2.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1244","1147","ECO03","Pachyseris speciosa","Pspe",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.1,"TSDU_LA1S_P4",2.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1245","1148","ECO03","Pocillopora damicornis","Pdam",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.1,"TSDU_LA1S_P4",2.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1246","1149","ECO03","Porites massive","Pmas",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.1,"TSDU_LA1S_P4",2.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1247","1150","ECO03","Pocillopora damicornis","Pdam",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.1,"TSDU_LA1S_P4",2.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1248","1151","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.5,"TSDU_LA1S",5.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1249","1152","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.5,"TSDU_LA1S",5.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1250","1153","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-9.934095,142.922705,"GPS EcoRRAP sites",60,"5",2.5,"TSDU_LA1S",5.35,142.920371,-9.934904,3,142.918788,-9.946022,"TSDU_LA1S_P3",-3,0.437318482971974,0.448063404,0.31790045841842,0.326622896935695,32.500869044074,0.103320411681082,1.48161110716825,0.774198681504853,0.455182618,0.134941846894956,128.373535220501,0.584334017992208,6858.21721597281,6838.64282293307,6766.183503,6765.29407164309,2.16482711983855,146.476175449717,8.081827411,8.08037114655832,8.07312672125733,8.073190969,0.20290560167861,0.016380826,2267.26965718827,2266.50622130839,2261.04290194203,2262.32432745376,0.483443951513454,10.930875150563,3.91359110511046,3.89590816288119,3.84778849608019,3.84546530612699,3.74367437338013,0.144048671869623
"1251","1154","ECO03","Pocillopora meandrina","Pmea",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",3.4,"TSDU_FR2S_P1",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1252","1155","ECO03","Psammacora sp.","Psam",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",4.1,"TSDU_FR2S_P4",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1253","1156","ECO03","Porites massive","Pmas",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",3.4,"TSDU_FR2S_P1",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1254","1157","ECO03","Stylophora pistillata","Spis",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",10,"5",4.4,"TSDU_FR2S_P23",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1255","1158","ECO03","Porites massive","Pmas",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",4.1,"TSDU_FR2S",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1256","1159","ECO03","Pocillopora damicornis","Pdam",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",30,"5",4,"TSDU_FR2S_P2",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1257","1160","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",10,"5",4.4,"TSDU_FR2S_P23",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1258","1161","ECO03","Pachyseris speciosa","Pspe",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",30,"5",4.8,"TSDU_FR2S_P3",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1259","1162","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",4.1,"TSDU_FR2S_P4",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1260","1163","ECO03","Porites massive","Pmas",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",30,"5",4,"TSDU_FR2S_P2",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
"1261","1164","ECO03","Acropora hyacinthus","Ahya",21,3,2022,"Dungeness",NA,NA,-10.03707,142.926535,"GPS EcoRRAP sites",60,"5",3.4,"TSDU_FR2S_P1",5.35,142.925371,-10.034904,5.5,142.918788,-10.036022,"TSDU_FR2S_P1",-3,0.464989659912117,0.46202498074551,0.352102081906474,0.362389671721679,28.8340898098121,0.101525430519131,1.19479710054652,0.627538244888254,0.410942215578938,0.171172302973847,111.849272502386,0.45963587853023,6897.25424239417,6888.15211543504,6800.06538922354,6792.68478245499,2.11583533132443,143.878186058356,8.08339792,8.08182264507294,8.07447163720705,8.07363506004585,0.209744362922134,0.0169357490947884,2264.84500497317,2262.34442291422,2258.46942598147,2259.49491629375,0.424512461957822,9.5874841627986,3.9110229895166,3.89186623051734,3.84095471085736,3.83506870660276,3.58804211717506,0.137815072727182
