"","individualID","projectID","scientificName","scientificAbbreviation","dayCollected","monthCollected","yearCollected","locality","decimalLatitudeOriginal","decimalLongitudeOriginal","decimalLatitude","decimalLongitude","georeferenceProtocol","coordinateUncertaintyInMeters","depthOfColonyinMetersOriginal","depthOfColonyinMetersCorrected","EcoPlotID_full"
"700","570","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"701","571","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"702","572","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"703","573","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"704","574","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"705","575","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"706","576","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"707","577","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"708","578","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"709","579","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"710","580","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"711","581","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"712","582","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"713","583","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"13",11.1,"OCDA_FR2D"
"714","584","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83191","147.65257","-18.83191","147.65257","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"715","585","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"716","586","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"717","587","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"718","588","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"719","589","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"720","590","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"721","591","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"722","592","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"723","593","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"724","594","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"725","595","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"726","596","ECO03","Pocillopora verrucosa","Pver","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"727","597","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"728","598","ECO03","Stylophora pistillata","Spis","15",1,2022,"Davies","-18.83187","147.6525","-18.83187","147.6525","GPS EcoRRAP sites",60,"5",5.4,"OCDA_FR2S"
"729","599","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"730","600","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"731","601","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"732","602","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"733","603","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"734","604","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"735","604","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"736","605","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"737","606","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"738","607","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"739","608","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"740","609","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"741","610","ECO03","Pocillopora damicornis","Pdam","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"742","611","ECO03","Pocillopora damicornis","Pdam","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"743","612","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.81966","147.66394","-18.81966","147.66394","GPS EcoRRAP sites",60,"14",9.9,"OCDA_FR1D"
"744","613","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"745","614","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"746","615","ECO03","Pocillopora eydouxi","Peyd","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"747","616","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"748","617","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"749","618","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"750","619","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"751","620","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"752","621","ECO03","Pocillopora meandrina","Pmea","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"753","622","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"754","623","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"755","624","ECO03","Stylophora pistillata","Spis","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"756","625","ECO03","Pocillopora verrucosa","Pver","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"757","626","ECO03","Pocillopora damicornis","Pdam","16",1,2022,"Davies","-18.8192","147.66391","-18.8192","147.66391","GPS EcoRRAP sites",60,"6",4.9,"OCDA_FR1S"
"758","627","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"759","628","ECO03","Stylophora pistillata","Spis","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"760","629","ECO03","Stylophora pistillata","Spis","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"761","630","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"762","631","ECO03","Stylophora pistillata","Spis","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"763","632","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"764","633","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"765","634","ECO03","Stylophora pistillata","Spis","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"766","635","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"767","636","ECO03","Pocillopora meandrina","Pmea","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"768","637","ECO03","Pocillopora damicornis","Pdam","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"769","638","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"770","639","ECO03","Pocillopora verrucosa","Pver","17",1,2022,"Chicken","-18.660365","147.702675","-18.660365","147.702675","GPS EcoRRAP sites",60,"5",4.4,"OCCH_BA2S"
"771","640","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"772","641","ECO03","Pocillopora damicornis","Pdam","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"773","642","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"774","643","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"775","644","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"776","645","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"777","646","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"778","647","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"779","648","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"780","649","ECO03","Pocillopora meandrina","Pmea","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"781","650","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"782","651","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"783","652","ECO03","Pocillopora eydouxi","Peyd","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"784","653","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"785","654","ECO03","Pocillopora damicornis","Pdam","18",1,2022,"Chicken","-18.652217","147.7184615","-18.652217","147.7184615","GPS EcoRRAP sites",60,"6",5.7,"OCCH_FL1S"
"786","655","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"787","656","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"788","657","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"789","658","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"790","659","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"791","660","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"792","661","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"793","662","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"794","663","ECO03","Pocillopora damicornis","Pdam","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"795","664","ECO03","Pocillopora meandrina","Pmea","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"796","665","ECO03","Pocillopora verrucosa","Pver","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"797","666","ECO03","Pocillopora meandrina","Pmea","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"798","667","ECO03","Pocillopora damicornis","Pdam","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"799","668","ECO03","Stylophora pistillata","Spis","18",1,2022,"Chicken","-18.6532055","147.708533","-18.6532055","147.708533","GPS EcoRRAP sites",60,"6",5.2,"OCCH_BA1S"
"800","669","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"801","670","ECO03","Stylophora pistillata","Spis","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"802","671","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"803","672","ECO03","Stylophora pistillata","Spis","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"804","673","ECO03","Pocillopora damicornis","Pdam","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"805","674","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"806","675","ECO03","Stylophora pistillata","Spis","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"807","676","ECO03","Pocillopora damicornis","Pdam","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"808","677","ECO03","Stylophora pistillata","Spis","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"809","678","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"810","679","ECO03","Stylophora pistillata","Spis","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"811","680","ECO03","Pocillopora acuta","Pacu","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"812","681","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"813","682","ECO03","Pocillopora verrucosa","Pver","19",1,2022,"Davies","-18.80592","147.6688","-18.80592","147.6688","GPS EcoRRAP sites",60,"15",12,"OCDA_FL1D"
"814","683","ECO03","Stylophora pistillata","Spis","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"815","684","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"816","685","ECO03","Stylophora pistillata","Spis","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"817","686","ECO03","Pocillopora eydouxi","Peyd","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"818","687","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"819","688","ECO03","Stylophora pistillata","Spis","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"820","689","ECO03","Pocillopora damicornis","Pdam","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"821","690","ECO03","Pocillopora damicornis","Pdam","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"822","691","ECO03","Stylophora pistillata","Spis","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"823","692","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"824","693","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"825","694","ECO03","Pocillopora damicornis","Pdam","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"826","695","ECO03","Pocillopora meandrina","Pmea","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"827","696","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Davies","-18.80575","147.6686","-18.80575","147.6686","GPS EcoRRAP sites",60,"5",5.2,"OCDA_FL1S"
"828","697","ECO03","Stylophora pistillata","Spis","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"829","698","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"830","699","ECO03","Stylophora pistillata","Spis","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"831","700","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"832","701","ECO03","Stylophora pistillata","Spis","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"833","702","ECO03","Pocillopora meandrina","Pmea","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"834","703","ECO03","Pocillopora acuta","Pacu","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"835","704","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"836","705","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"837","706","ECO03","Pocillopora acuta","Pacu","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"838","707","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"839","708","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"840","709","ECO03","Pocillopora verrucosa","Pver","20",1,2022,"Little_Broadhurst","-18.9493475","147.6929265","-18.9493475","147.6929265","GPS EcoRRAP sites",60,"5",4.2,"OCLB_BA1S"
"841","710","ECO03","Pocillopora verrucosa","Pver","21",1,2022,"Little_Broadhurst","-18.944062","147.699285","-18.944062","147.699285","GPS EcoRRAP sites",60,"5",4.7,"OCLB_FL1S"
"842","711","ECO03","Stylophora pistillata","Spis","21",1,2022,"Little_Broadhurst","-18.944062","147.699285","-18.944062","147.699285","GPS EcoRRAP sites",60,"5",4.7,"OCLB_FL1S"
"843","712","ECO03","Pocillopora acuta","Pacu","21",1,2022,"Little_Broadhurst","-18.944062","147.699285","-18.944062","147.699285","GPS EcoRRAP sites",60,"5",4.7,"OCLB_FL1S"
"844","713","ECO03","Pocillopora verrucosa","Pver","21",1,2022,"Little_Broadhurst","-18.944062","147.699285","-18.944062","147.699285","GPS EcoRRAP sites",60,"5",4.7,"OCLB_FL1S"
